C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_419.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_419.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_419.jpg,0,0,0,12.81134
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_493.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_493.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_493.jpg,0,0,0,12.7866
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_578.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_578.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_578.jpg,0,0,0,12.60275
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_653.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_653.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_653.jpg,0,0,0,12.57651
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_735.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_735.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_735.jpg,0,0.2436525,0,12.60955
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_811.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_811.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_811.jpg,0,0.4734069,0,12.90171
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_888.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_888.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_888.jpg,0,0.7043745,0,13.11965
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_15_968.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_15_968.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_15_968.jpg,0,0.9417384,0,14.09499
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_045.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_045.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_045.jpg,0,1,0,14.95787
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_125.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_125.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_125.jpg,0,1,0,15.82792
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_203.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_203.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_203.jpg,0,1,0,16.68902
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_284.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_284.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_284.jpg,0,1,0,17.53467
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_362.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_362.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_362.jpg,0,1,0,18.36206
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_443.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_443.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_443.jpg,0,1,0,19.17497
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_520.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_520.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_520.jpg,0,1,0,19.97837
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_601.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_601.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_601.jpg,0,1,0,20.77405
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_679.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_679.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_679.jpg,-0.2,1,0,21.54553
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_761.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_761.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_761.jpg,0,1,0,22.29498
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_839.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_839.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_839.jpg,0,1,0,23.07111
C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\center_2020_08_14_04_41_16_918.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\left_2020_08_14_04_41_16_918.jpg,C:\Users\Nickel\1_Py_NoteBooks\CV_Practice\Automotive_Car_Drive\data\IMG\right_2020_08_14_04_41_16_918.jpg,0,1,0,23.84678
